-0.08098009461455755	-0.2887518394107752
-0.08076534104427943	-0.32770463741538675
-0.08060427586657086	-0.20791431236894703
-0.08055058747400133	-0.24163151924390644
-0.08033583390372322	-0.22634359314532237
-0.0802821455111537	-0.19869967198075936
-0.08022845711858417	-0.21524413995045993
-0.08012108033344512	-0.07178894299799284
-0.08012108033344512	-0.17817615475252319
-0.08006739194087559	-0.2005844847874341
-0.0796915731928889	-0.013150322345889484
-0.0796915731928889	-0.03890943070377774
-0.07963788480031937	-0.10718153903444093
-0.07963788480031937	-0.12812390355304926
-0.0794768196226108	-0.18110808578512835
-0.07931575444490221	0.1621372686748623
-0.0792620660523327	0.12339389431543688
-0.0792620660523327	0.05554063327514586
-0.07910100087462411	0.07061913572854386
-0.0786714937340679	0.2339695789736889
-0.0786714937340679	-0.21356875078897128
-0.0786714937340679	-0.25964195272990964
-0.07861780534149837	-0.25671002169730445
-0.07861780534149837	-0.20644834685264443
-0.07856411694892886	-0.2485424995350472
-0.07851042855635933	-0.24142209559872038
-0.0784567401637898	-0.2156629872408321
-0.0784567401637898	-0.17440652913917368
-0.07829567498608121	-0.24581999214762812
-0.07813460980837264	-0.3530448984829028
-0.07813460980837264	-0.3532543221280889
-0.07808092141580311	-0.3170240315108965
-0.07802723302323358	-0.3189088443175712
-0.07797354463066405	-0.33733812509394656
-0.07775879106038595	-0.3555579822251358
-0.07770510266781643	-0.3404794797717378
-0.07759772588267737	-0.33880409061024913
-0.07749034909753832	-0.3392229379006213
-0.07738297231239927	-0.3515789329666002
-0.07727559552726021	-0.3415265979976682
-0.07716821874212117	-0.2914743467981943
-0.07706084195698211	-0.3335684994805971
-0.07700715356441258	-0.34466795267545947
-0.07695346517184305	-0.363516080742207
-0.07679239999413448	-0.35597682951550796
-0.07657764642385637	-0.3306365684479919
-0.07652395803128684	-0.39116000190676997
-0.07647026963871732	-0.38780922358379266
-0.07647026963871732	-0.3963955930364221
-0.07647026963871732	-0.3658197408392539
-0.07636289285357827	-0.3716836029044642
-0.07625551606843921	-0.37252129748520857
-0.07625551606843921	-0.3716836029044642
-0.07620182767586968	-0.36330665709702087
-0.07614813928330015	-0.3605841497096018
-0.07598707410559158	-0.3681234009363008
-0.07587969732045252	-0.376081499453372
-0.07587969732045252	-0.3683328245814869
-0.07545019017989632	-0.36561031719406784
-0.07545019017989632	-0.3754532285178137
-0.07539650178732679	-0.3829924797445127
-0.07534281339475726	-0.376081499453372
-0.07528912500218773	-0.3704270610333477
-0.07528912500218773	-0.33838524331987696
-0.07480592946906199	-0.3302177211576197
-0.07480592946906199	-0.3618406915807183
-0.07453748750621436	-0.353463745773275
-0.07453748750621436	-0.3176523024464547
-0.0742153571507972	-0.36665743541999823
-0.07389322679538005	-0.3568145240962523
-0.07383953840281052	-0.37398726300151114
-0.07378585001024099	-0.3605841497096018
-0.07378585001024099	-0.37126475561409206
-0.07373216161767146	-0.3695893664526034
